"Imbalance settlement period CET/CEST","Generation / + Imbalance price [EUR/MWh] - MBA|DK2","Generation / - Imbalance price [EUR/MWh] - MBA|DK2","Price for consumption [EUR/MWh] - MBA|DK2","Currency","Status","Total Imbalance [MWh] - MBA|DK2","Difference","Situation","Status"
"18.11.2020 09:00 - 18.11.2020 10:00","0.47","56.09","0.47","EUR","Estimated","413","","","Final"
"18.11.2020 10:00 - 18.11.2020 11:00","0.47","56.09","0.47","EUR","Estimated","397","","","Final"
"18.11.2020 11:00 - 18.11.2020 12:00","56.09","56.09","56.09","EUR","Estimated","489","","","Final"
"18.11.2020 12:00 - 18.11.2020 13:00","50.02","50.02","50.02","EUR","Estimated","490","","","Final"
"18.11.2020 13:00 - 18.11.2020 14:00","50.01","50.01","50.01","EUR","Estimated","410","","","Final"
"18.11.2020 14:00 - 18.11.2020 15:00","43.60","43.60","43.60","EUR","Estimated","171","","","Final"
"18.11.2020 15:00 - 18.11.2020 16:00","0.50","44.22","0.50","EUR","Estimated","218","","","Final"
"18.11.2020 16:00 - 18.11.2020 17:00","0.50","50.06","0.50","EUR","Estimated","221","","","Final"
"18.11.2020 17:00 - 18.11.2020 18:00","0.50","57.23","0.50","EUR","Estimated","198","","","Final"
"18.11.2020 18:00 - 18.11.2020 19:00","0.50","46.00","0.50","EUR","Estimated","129","","","Final"
"18.11.2020 19:00 - 18.11.2020 20:00","0.47","39.49","0.47","EUR","Estimated","77","","","Final"
"18.11.2020 20:00 - 18.11.2020 21:00","0.00","31.59","0.00","EUR","Estimated","110","","","Final"
"18.11.2020 21:00 - 18.11.2020 22:00","0.00","3.62","0.00","EUR","Estimated","281","","","Final"
"18.11.2020 22:00 - 18.11.2020 23:00","0.00","3.09","0.00","EUR","Estimated","249","","","Final"
"18.11.2020 23:00 - 19.11.2020 00:00","1.67","1.67","1.67","EUR","Estimated","271","","","Final"
"19.11.2020 00:00 - 19.11.2020 01:00","0.00","1.96","0.00","EUR","Estimated","365","","","Final"
"19.11.2020 01:00 - 19.11.2020 02:00","-0.43","1.07","-0.43","EUR","Estimated","287","","","Final"
"19.11.2020 02:00 - 19.11.2020 03:00","0.57","0.57","0.57","EUR","Estimated","207","","","Final"
"19.11.2020 03:00 - 19.11.2020 04:00","0.27","1.86","1.86","EUR","Estimated","257","","","Final"
"19.11.2020 04:00 - 19.11.2020 05:00","0.82","1.86","1.86","EUR","Estimated","312","","","Final"
"19.11.2020 05:00 - 19.11.2020 06:00","1.79","2.00","2.00","EUR","Estimated","300","","","Final"
"19.11.2020 06:00 - 19.11.2020 07:00","2.40","6.40","6.40","EUR","Estimated","168","","","Final"
"19.11.2020 07:00 - 19.11.2020 08:00","4.14","8.34","8.34","EUR","Estimated","195","","","Final"
"19.11.2020 08:00 - 19.11.2020 09:00","5.35","201.30","201.30","EUR","Estimated","104","","","Final"
"19.11.2020 09:00 - 19.11.2020 10:00","3.52","198.61","198.61","EUR","Estimated","386","","","Final"
"19.11.2020 10:00 - 19.11.2020 11:00","3.44","83.05","83.05","EUR","Estimated","373","","","Final"
"19.11.2020 11:00 - 19.11.2020 12:00","3.32","6.54","6.54","EUR","Estimated","313","","","Final"
"19.11.2020 12:00 - 19.11.2020 13:00","29.09","29.09","29.09","EUR","Estimated","346","","","Final"
"19.11.2020 13:00 - 19.11.2020 14:00","28.18","28.18","28.18","EUR","Estimated","215","","","Final"
"19.11.2020 14:00 - 19.11.2020 15:00","28.66","28.66","28.66","EUR","Estimated","259","","","Final"
"19.11.2020 15:00 - 19.11.2020 16:00","36.58","180.00","180.00","EUR","Estimated","465","","","Final"
"19.11.2020 16:00 - 19.11.2020 17:00","55.30","200.00","200.00","EUR","Estimated","552","","","Final"
"19.11.2020 17:00 - 19.11.2020 18:00","50.26","50.26","50.26","EUR","Estimated","417","","","Final"
"19.11.2020 18:00 - 19.11.2020 19:00","55.07","55.07","55.07","EUR","Estimated","501","","","Final"
"19.11.2020 19:00 - 19.11.2020 20:00","48.87","48.87","48.87","EUR","Estimated","433","","","Final"
"19.11.2020 20:00 - 19.11.2020 21:00","36.91","36.91","36.91","EUR","Estimated","305","","","Final"
"19.11.2020 21:00 - 19.11.2020 22:00","8.08","8.08","8.08","EUR","Estimated","266","","","Final"
"19.11.2020 22:00 - 19.11.2020 23:00","3.08","3.08","3.08","EUR","Estimated","224","","","Final"
"19.11.2020 23:00 - 20.11.2020 00:00","2.15","2.50","2.50","EUR","Estimated","328","","","Final"
"20.11.2020 00:00 - 20.11.2020 01:00","1.74","6.40","6.40","EUR","Estimated","287","","","Final"
"20.11.2020 01:00 - 20.11.2020 02:00","1.53","6.40","6.40","EUR","Estimated","213","","","Final"
"20.11.2020 02:00 - 20.11.2020 03:00","1.53","7.00","7.00","EUR","Estimated","205","","","Final"
"20.11.2020 03:00 - 20.11.2020 04:00","2.04","7.00","7.00","EUR","Estimated","175","","","Final"
"20.11.2020 04:00 - 20.11.2020 05:00","3.29","107.38","107.38","EUR","Estimated","150","","","Final"
"20.11.2020 05:00 - 20.11.2020 06:00","22.00","201.34","201.34","EUR","Estimated","126","","","Final"
"20.11.2020 06:00 - 20.11.2020 07:00","52.76","201.34","201.34","EUR","Estimated","213","","","Final"
"20.11.2020 07:00 - 20.11.2020 08:00","53.88","53.88","53.88","EUR","Estimated","220","","","Final"
"20.11.2020 08:00 - 20.11.2020 09:00","54.86","54.86","54.86","EUR","Estimated","151","","","Final"
"20.11.2020 09:00 - 20.11.2020 10:00","1.41","51.24","1.41","EUR","Estimated","89","","","Final"
"20.11.2020 10:00 - 20.11.2020 11:00","1.00","49.64","1.00","EUR","Estimated","29","","","Final"
"20.11.2020 11:00 - 20.11.2020 12:00","49.67","49.67","49.67","EUR","Estimated","26","","","Final"
"20.11.2020 12:00 - 20.11.2020 13:00","49.88","134.23","134.23","EUR","Estimated","63","","","Final"
"20.11.2020 13:00 - 20.11.2020 14:00","53.38","100.38","100.38","EUR","Estimated","200","","","Final"
"20.11.2020 14:00 - 20.11.2020 15:00","54.29","54.29","54.29","EUR","Estimated","216","","","Final"
"20.11.2020 15:00 - 20.11.2020 16:00","63.54","63.54","63.54","EUR","Estimated","444","","","Final"
"20.11.2020 16:00 - 20.11.2020 17:00","5.37","147.91","5.37","EUR","Estimated","500","","","Final"
"20.11.2020 17:00 - 20.11.2020 18:00","10.00","200.89","10.00","EUR","Estimated","452","","","Final"
"20.11.2020 18:00 - 20.11.2020 19:00","197.40","197.40","197.40","EUR","Estimated","455","","","Final"
"20.11.2020 19:00 - 20.11.2020 20:00","53.92","80.40","80.40","EUR","Estimated","308","","","Final"
"20.11.2020 20:00 - 20.11.2020 21:00","49.99","49.99","49.99","EUR","Estimated","218","","","Final"
"20.11.2020 21:00 - 20.11.2020 22:00","2.15","49.39","2.15","EUR","Estimated","324","","","Final"
"20.11.2020 22:00 - 20.11.2020 23:00","2.15","49.71","2.15","EUR","Estimated","249","","","Final"
"20.11.2020 23:00 - 21.11.2020 00:00","0.50","34.20","0.50","EUR","Estimated","218","","","Final"
"21.11.2020 00:00 - 21.11.2020 01:00","2.00","36.20","2.00","EUR","Estimated","163","","","Final"
"21.11.2020 01:00 - 21.11.2020 02:00","2.00","32.08","2.00","EUR","Estimated","94","","","Final"
"21.11.2020 02:00 - 21.11.2020 03:00","0.00","30.38","0.00","EUR","Estimated","100","","","Final"
"21.11.2020 03:00 - 21.11.2020 04:00","0.00","14.75","0.00","EUR","Estimated","86","","","Final"
"21.11.2020 04:00 - 21.11.2020 05:00","-1.87","9.06","-1.87","EUR","Estimated","184","","","Final"
"21.11.2020 05:00 - 21.11.2020 06:00","-2.74","11.87","-2.74","EUR","Estimated","208","","","Final"
"21.11.2020 06:00 - 21.11.2020 07:00","-2.81","15.42","-2.81","EUR","Estimated","343","","","Final"
"21.11.2020 07:00 - 21.11.2020 08:00","-1.87","27.86","-1.87","EUR","Estimated","279","","","Final"
"21.11.2020 08:00 - 21.11.2020 09:00","0.00","31.99","0.00","EUR","Estimated","188","","","Final"
"21.11.2020 09:00 - 21.11.2020 10:00","27.93","27.93","27.93","EUR","Estimated","248","","","Final"
"21.11.2020 10:00 - 21.11.2020 11:00","27.25","27.25","27.25","EUR","Estimated","255","","","Final"
"21.11.2020 11:00 - 21.11.2020 12:00","24.90","24.90","24.90","EUR","Estimated","277","","","Final"
"21.11.2020 12:00 - 21.11.2020 13:00","20.02","20.02","20.02","EUR","Estimated","321","","","Final"
"21.11.2020 13:00 - 21.11.2020 14:00","12.05","12.05","12.05","EUR","Estimated","295","","","Final"
"21.11.2020 14:00 - 21.11.2020 15:00","5.09","5.09","5.09","EUR","Estimated","258","","","Final"
"21.11.2020 15:00 - 21.11.2020 16:00","0.10","6.47","0.10","EUR","Estimated","310","","","Final"
"21.11.2020 16:00 - 21.11.2020 17:00","0.00","39.63","0.00","EUR","Estimated","275","","","Final"
"21.11.2020 17:00 - 21.11.2020 18:00","0.00","40.03","0.00","EUR","Estimated","327","","","Final"
"21.11.2020 18:00 - 21.11.2020 19:00","0.00","38.20","0.00","EUR","Estimated","280","","","Final"
"21.11.2020 19:00 - 21.11.2020 20:00","0.00","3.75","0.00","EUR","Estimated","300","","","Final"
"21.11.2020 20:00 - 21.11.2020 21:00","-0.81","2.17","-0.81","EUR","Estimated","326","","","Final"
"21.11.2020 21:00 - 21.11.2020 22:00","-1.57","1.91","-1.57","EUR","Estimated","255","","","Final"
"21.11.2020 22:00 - 21.11.2020 23:00","-1.40","1.56","-1.40","EUR","Estimated","219","","","Final"
"21.11.2020 23:00 - 22.11.2020 00:00","-1.40","0.93","-1.40","EUR","Estimated","279","","","Final"
"22.11.2020 00:00 - 22.11.2020 01:00","0.00","1.54","0.00","EUR","Estimated","304","","","Final"
"22.11.2020 01:00 - 22.11.2020 02:00","0.00","0.95","0.00","EUR","Estimated","281","","","Final"
"22.11.2020 02:00 - 22.11.2020 03:00","0.87","0.87","0.87","EUR","Estimated","219","","","Final"
"22.11.2020 03:00 - 22.11.2020 04:00","0.81","0.81","0.81","EUR","Estimated","220","","","Final"
"22.11.2020 04:00 - 22.11.2020 05:00","0.81","0.81","0.81","EUR","Estimated","138","","","Final"
"22.11.2020 05:00 - 22.11.2020 06:00","0.82","0.82","0.82","EUR","Estimated","226","","","Final"
"22.11.2020 06:00 - 22.11.2020 07:00","0.74","0.74","0.74","EUR","Estimated","282","","","Final"
"22.11.2020 07:00 - 22.11.2020 08:00","0.72","0.72","0.72","EUR","Estimated","218","","","Final"
"22.11.2020 08:00 - 22.11.2020 09:00","0.93","0.93","0.93","EUR","Estimated","168","","","Final"
"22.11.2020 09:00 - 22.11.2020 10:00","1.34","5.00","5.00","EUR","Estimated","154","","","Final"
"22.11.2020 10:00 - 22.11.2020 11:00","1.59","5.00","5.00","EUR","Estimated","184","","","Final"
"22.11.2020 11:00 - 22.11.2020 12:00","1.68","5.00","5.00","EUR","Estimated","66","","","Final"
"22.11.2020 12:00 - 22.11.2020 13:00","1.68","5.00","5.00","EUR","Estimated","103","","","Final"
"22.11.2020 13:00 - 22.11.2020 14:00","1.80","1.80","1.80","EUR","Estimated","158","","","Final"
"22.11.2020 14:00 - 22.11.2020 15:00","1.91","1.91","1.91","EUR","Estimated","191","","","Final"
"22.11.2020 15:00 - 22.11.2020 16:00","2.16","2.16","2.16","EUR","Estimated","231","","","Final"
"22.11.2020 16:00 - 22.11.2020 17:00","9.04","9.04","9.04","EUR","Estimated","221","","","Final"
"22.11.2020 17:00 - 22.11.2020 18:00","42.79","42.79","42.79","EUR","Estimated","199","","","Final"
"22.11.2020 18:00 - 22.11.2020 19:00","44.91","44.91","44.91","EUR","Estimated","261","","","Final"
"22.11.2020 19:00 - 22.11.2020 20:00","11.80","11.80","11.80","EUR","Estimated","358","","","Final"
"22.11.2020 20:00 - 22.11.2020 21:00","2.31","2.31","2.31","EUR","Estimated","366","","","Final"
"22.11.2020 21:00 - 22.11.2020 22:00","1.97","1.97","1.97","EUR","Estimated","351","","","Final"
"22.11.2020 22:00 - 22.11.2020 23:00","1.70","1.70","1.70","EUR","Estimated","205","","","Final"
"22.11.2020 23:00 - 23.11.2020 00:00","1.22","1.22","1.22","EUR","Estimated","357","","","Final"
"23.11.2020 00:00 - 23.11.2020 01:00","1.29","1.29","1.29","EUR","Estimated","412","","","Final"
"23.11.2020 01:00 - 23.11.2020 02:00","1.02","3.00","3.00","EUR","Estimated","424","","","Final"
"23.11.2020 02:00 - 23.11.2020 03:00","0.89","3.00","3.00","EUR","Estimated","431","","","Final"
"23.11.2020 03:00 - 23.11.2020 04:00","0.94","2.50","2.50","EUR","Estimated","378","","","Final"
"23.11.2020 04:00 - 23.11.2020 05:00","1.49","1.49","1.49","EUR","Estimated","312","","","Final"
"23.11.2020 05:00 - 23.11.2020 06:00","0.00","3.64","0.00","EUR","Estimated","316","","","Final"
"23.11.2020 06:00 - 23.11.2020 07:00","0.00","44.89","0.00","EUR","Estimated","68","","","Final"
"23.11.2020 07:00 - 23.11.2020 08:00","56.12","100.00","100.00","EUR","Estimated","36","","","Final"
"23.11.2020 08:00 - 23.11.2020 09:00","54.47","192.91","192.91","EUR","Estimated","174","","","Final"
"23.11.2020 09:00 - 23.11.2020 10:00","41.05","181.21","181.21","EUR","Estimated","150","","","Final"
"23.11.2020 10:00 - 23.11.2020 11:00","1.10","44.82","1.10","EUR","Estimated","174","","","Final"
"23.11.2020 11:00 - 23.11.2020 12:00","1.00","40.09","1.00","EUR","Estimated","196","","","Final"
"23.11.2020 12:00 - 23.11.2020 13:00","1.00","40.03","1.00","EUR","Estimated","311","","","Final"
"23.11.2020 13:00 - 23.11.2020 14:00","0.50","44.07","0.50","EUR","Estimated","197","","","Final"
"23.11.2020 14:00 - 23.11.2020 15:00","0.50","48.39","0.50","EUR","Estimated","124","","","Final"
"23.11.2020 15:00 - 23.11.2020 16:00","50.92","50.92","50.92","EUR","Estimated","153","","","Final"
"23.11.2020 16:00 - 23.11.2020 17:00","60.85","60.85","60.85","EUR","Estimated","102","","","Final"
"23.11.2020 17:00 - 23.11.2020 18:00","48.74","48.74","48.74","EUR","Estimated","140","","","Final"
"23.11.2020 18:00 - 23.11.2020 19:00","43.45","43.45","43.45","EUR","Estimated","222","","","Final"
"23.11.2020 19:00 - 23.11.2020 20:00","30.28","30.28","30.28","EUR","Estimated","220","","","Final"
"23.11.2020 20:00 - 23.11.2020 21:00","5.84","6.00","6.00","EUR","Estimated","356","","","Final"
"23.11.2020 21:00 - 23.11.2020 22:00","1.50","4.60","1.50","EUR","Estimated","497","","","Final"
"23.11.2020 22:00 - 23.11.2020 23:00","1.50","3.85","1.50","EUR","Estimated","465","","","Final"
"23.11.2020 23:00 - 24.11.2020 00:00","1.00","3.00","1.00","EUR","Estimated","415","","","Final"
"24.11.2020 00:00 - 24.11.2020 01:00","1.00","2.47","1.00","EUR","Estimated","399","","","Final"
"24.11.2020 01:00 - 24.11.2020 02:00","0.10","2.46","0.10","EUR","Estimated","307","","","Final"
"24.11.2020 02:00 - 24.11.2020 03:00","0.10","2.47","0.10","EUR","Estimated","371","","","Final"
"24.11.2020 03:00 - 24.11.2020 04:00","0.10","2.48","0.10","EUR","Estimated","275","","","Final"
"24.11.2020 04:00 - 24.11.2020 05:00","3.27","3.27","3.27","EUR","Estimated","294","","","Final"
"24.11.2020 05:00 - 24.11.2020 06:00","4.44","4.44","4.44","EUR","Estimated","277","","","Final"
"24.11.2020 06:00 - 24.11.2020 07:00","5.84","5.84","5.84","EUR","Estimated","304","","","Final"
"24.11.2020 07:00 - 24.11.2020 08:00","40.07","200.00","200.00","EUR","Estimated","575","","","Final"
"24.11.2020 08:00 - 24.11.2020 09:00","50.99","100.00","100.00","EUR","Estimated","558","","","Final"
"24.11.2020 09:00 - 24.11.2020 10:00","30.04","30.04","30.04","EUR","Estimated","443","","","Final"
"24.11.2020 10:00 - 24.11.2020 11:00","4.89","24.63","4.89","EUR","Estimated","552","","","Final"
"24.11.2020 11:00 - 24.11.2020 12:00","4.89","14.98","4.89","EUR","Estimated","636","","","Final"
"24.11.2020 12:00 - 24.11.2020 13:00","6.00","40.54","6.00","EUR","Estimated","562","","","Final"
"24.11.2020 13:00 - 24.11.2020 14:00","40.49","40.49","40.49","EUR","Estimated","542","","","Final"
"24.11.2020 14:00 - 24.11.2020 15:00","43.92","43.92","43.92","EUR","Estimated","512","","","Final"
"24.11.2020 15:00 - 24.11.2020 16:00","45.86","45.86","45.86","EUR","Estimated","646","","","Final"
"24.11.2020 16:00 - 24.11.2020 17:00","47.70","47.70","47.70","EUR","Estimated","430","","","Final"
"24.11.2020 17:00 - 24.11.2020 18:00","57.29","57.29","57.29","EUR","Estimated","562","","","Final"
"24.11.2020 18:00 - 24.11.2020 19:00","51.92","51.92","51.92","EUR","Estimated","499","","","Final"
"24.11.2020 19:00 - 24.11.2020 20:00","47.05","47.05","47.05","EUR","Estimated","382","","","Final"
"24.11.2020 20:00 - 24.11.2020 21:00","20.03","20.03","20.03","EUR","Estimated","442","","","Final"
"24.11.2020 21:00 - 24.11.2020 22:00","38.19","38.19","38.19","EUR","Estimated","561","","","Final"
"24.11.2020 22:00 - 24.11.2020 23:00","7.01","9.00","9.00","EUR","Estimated","515","","","Final"
"24.11.2020 23:00 - 25.11.2020 00:00","4.41","4.41","4.41","EUR","Estimated","428","","","Final"
"25.11.2020 00:00 - 25.11.2020 01:00","4.27","4.27","4.27","EUR","Estimated","215","","","Final"
"25.11.2020 01:00 - 25.11.2020 02:00","0.00","4.13","0.00","EUR","Estimated","212","","","Final"
"25.11.2020 02:00 - 25.11.2020 03:00","0.00","4.06","0.00","EUR","Estimated","220","","","Final"
"25.11.2020 03:00 - 25.11.2020 04:00","0.00","3.98","0.00","EUR","Estimated","157","","","Final"
"25.11.2020 04:00 - 25.11.2020 05:00","-0.94","4.06","-0.94","EUR","Estimated","377","","","Final"
"25.11.2020 05:00 - 25.11.2020 06:00","-0.94","4.55","-0.94","EUR","Estimated","385","","","Final"
"25.11.2020 06:00 - 25.11.2020 07:00","15.00","33.69","15.00","EUR","Estimated","216","","","Final"
"25.11.2020 07:00 - 25.11.2020 08:00","62.83","62.83","62.83","EUR","Estimated","134","","","Final"
"25.11.2020 08:00 - 25.11.2020 09:00","60.03","100.03","100.03","EUR","Estimated","112","","","Final"
"25.11.2020 09:00 - 25.11.2020 10:00","54.33","100.33","100.33","EUR","Estimated","183","","","Final"
"25.11.2020 10:00 - 25.11.2020 11:00","50.11","50.11","50.11","EUR","Estimated","190","","","Final"
"25.11.2020 11:00 - 25.11.2020 12:00","49.77","49.77","49.77","EUR","Estimated","198","","","Final"
"25.11.2020 12:00 - 25.11.2020 13:00","48.99","48.99","48.99","EUR","Estimated","117","","","Final"
"25.11.2020 13:00 - 25.11.2020 14:00","51.72","51.72","51.72","EUR","Estimated","174","","","Final"
"25.11.2020 14:00 - 25.11.2020 15:00","53.28","53.28","53.28","EUR","Estimated","169","","","Final"
"25.11.2020 15:00 - 25.11.2020 16:00","54.21","54.21","54.21","EUR","Estimated","202","","","Final"
"25.11.2020 16:00 - 25.11.2020 17:00","55.91","55.91","55.91","EUR","Estimated","150","","","Final"
"25.11.2020 17:00 - 25.11.2020 18:00","80.02","80.02","80.02","EUR","Estimated","145","","","Final"
"25.11.2020 18:00 - 25.11.2020 19:00","57.60","57.60","57.60","EUR","Estimated","172","","","Final"
"25.11.2020 19:00 - 25.11.2020 20:00","2.00","41.36","2.00","EUR","Estimated","234","","","Final"
"25.11.2020 20:00 - 25.11.2020 21:00","3.00","41.31","3.00","EUR","Estimated","195","","","Final"
"25.11.2020 21:00 - 25.11.2020 22:00","2.00","41.32","2.00","EUR","Estimated","197","","","Final"
"25.11.2020 22:00 - 25.11.2020 23:00","2.00","15.32","2.00","EUR","Estimated","102","","","Final"
"25.11.2020 23:00 - 26.11.2020 00:00","2.00","8.04","2.00","EUR","Estimated","253","","","Final"
"26.11.2020 00:00 - 26.11.2020 01:00","4.29","4.29","4.29","EUR","Estimated","326","","","Final"
"26.11.2020 01:00 - 26.11.2020 02:00","1.00","4.33","1.00","EUR","Estimated","455","","","Final"
"26.11.2020 02:00 - 26.11.2020 03:00","0.53","4.35","0.53","EUR","Estimated","197","","","Final"
"26.11.2020 03:00 - 26.11.2020 04:00","0.53","4.56","0.53","EUR","Estimated","195","","","Final"
"26.11.2020 04:00 - 26.11.2020 05:00","1.44","9.88","1.44","EUR","Estimated","261","","","Final"
"26.11.2020 05:00 - 26.11.2020 06:00","0.80","30.04","0.80","EUR","Estimated","350","","","Final"
"26.11.2020 06:00 - 26.11.2020 07:00","1.46","45.84","1.46","EUR","Estimated","300","","","Final"
"26.11.2020 07:00 - 26.11.2020 08:00","2.94","59.93","2.94","EUR","Estimated","405","","","Final"
"26.11.2020 08:00 - 26.11.2020 09:00","4.00","65.69","4.00","EUR","Estimated","200","","","Final"
"26.11.2020 09:00 - 26.11.2020 10:00","64.26","64.26","64.26","EUR","Estimated","114","","","Final"
"26.11.2020 10:00 - 26.11.2020 11:00","58.51","58.51","58.51","EUR","Estimated","139","","","Final"
"26.11.2020 11:00 - 26.11.2020 12:00","59.11","59.11","59.11","EUR","Estimated","278","","","Final"
"26.11.2020 12:00 - 26.11.2020 13:00","55.79","55.79","55.79","EUR","Estimated","479","","","Final"
"26.11.2020 13:00 - 26.11.2020 14:00","12.55","58.40","12.55","EUR","Estimated","526","","","Final"
"26.11.2020 14:00 - 26.11.2020 15:00","3.50","63.19","3.50","EUR","Estimated","322","","","Final"
"26.11.2020 15:00 - 26.11.2020 16:00","3.50","69.20","3.50","EUR","Estimated","102","","","Final"
"26.11.2020 16:00 - 26.11.2020 17:00","10.00","74.45","10.00","EUR","Estimated","18","","","Final"
"26.11.2020 17:00 - 26.11.2020 18:00","19.09","110.13","19.09","EUR","Estimated","55","","","Final"
"26.11.2020 18:00 - 26.11.2020 19:00","21.88","79.81","21.88","EUR","Estimated","132","","","Final"
"26.11.2020 19:00 - 26.11.2020 20:00","21.69","69.99","21.69","EUR","Estimated","7","","","Final"
"26.11.2020 20:00 - 26.11.2020 21:00","22.46","59.64","22.46","EUR","Estimated","73","","","Final"
"26.11.2020 21:00 - 26.11.2020 22:00","52.23","52.23","52.23","EUR","Estimated","33","","","Final"
"26.11.2020 22:00 - 26.11.2020 23:00","49.73","60.47","60.47","EUR","Estimated","73","","","Final"
"26.11.2020 23:00 - 27.11.2020 00:00","45.17","67.24","67.24","EUR","Estimated","184","","","Final"
"27.11.2020 00:00 - 27.11.2020 01:00","5.00","44.87","5.00","EUR","Estimated","125","","","Final"
"27.11.2020 01:00 - 27.11.2020 02:00","6.00","43.71","6.00","EUR","Estimated","189","","","Final"
"27.11.2020 02:00 - 27.11.2020 03:00","6.00","41.72","6.00","EUR","Estimated","134","","","Final"
"27.11.2020 03:00 - 27.11.2020 04:00","39.40","69.83","69.83","EUR","Estimated","131","","","Final"
"27.11.2020 04:00 - 27.11.2020 05:00","40.48","40.48","40.48","EUR","Estimated","85","","","Final"
"27.11.2020 05:00 - 27.11.2020 06:00","43.79","43.79","43.79","EUR","Estimated","82","","","Final"
"27.11.2020 06:00 - 27.11.2020 07:00","55.46","55.46","55.46","EUR","Estimated","171","","","Final"
"27.11.2020 07:00 - 27.11.2020 08:00","78.62","78.62","78.62","EUR","Estimated","220","","","Final"
"27.11.2020 08:00 - 27.11.2020 09:00","93.79","93.79","93.79","EUR","Estimated","230","","","Final"
"27.11.2020 09:00 - 27.11.2020 10:00","80.34","80.34","80.34","EUR","Estimated","243","","","Final"
"27.11.2020 10:00 - 27.11.2020 11:00","77.91","77.91","77.91","EUR","Estimated","279","","","Final"
"27.11.2020 11:00 - 27.11.2020 12:00","74.87","74.87","74.87","EUR","Estimated","161","","","Final"
"27.11.2020 12:00 - 27.11.2020 13:00","72.21","72.21","72.21","EUR","Estimated","280","","","Final"
"27.11.2020 13:00 - 27.11.2020 14:00","73.21","73.21","73.21","EUR","Estimated","253","","","Final"
"27.11.2020 14:00 - 27.11.2020 15:00","72.64","72.64","72.64","EUR","Estimated","174","","","Final"
"27.11.2020 15:00 - 27.11.2020 16:00","78.69","78.69","78.69","EUR","Estimated","297","","","Final"
"27.11.2020 16:00 - 27.11.2020 17:00","86.11","86.11","86.11","EUR","Estimated","209","","","Final"
"27.11.2020 17:00 - 27.11.2020 18:00","108.96","108.96","108.96","EUR","Estimated","128","","","Final"
"27.11.2020 18:00 - 27.11.2020 19:00","80.01","80.01","80.01","EUR","Estimated","146","","","Final"
"27.11.2020 19:00 - 27.11.2020 20:00","72.66","72.66","72.66","EUR","Estimated","213","","","Final"
"27.11.2020 20:00 - 27.11.2020 21:00","59.02","59.02","59.02","EUR","Estimated","86","","","Final"
"27.11.2020 21:00 - 27.11.2020 22:00","52.91","52.91","52.91","EUR","Estimated","201","","","Final"
"27.11.2020 22:00 - 27.11.2020 23:00","51.74","51.74","51.74","EUR","Estimated","120","","","Final"
"27.11.2020 23:00 - 28.11.2020 00:00","46.46","46.46","46.46","EUR","Estimated","207","","","Final"
"28.11.2020 00:00 - 28.11.2020 01:00","48.93","48.93","48.93","EUR","Estimated","65","","","Final"
"28.11.2020 01:00 - 28.11.2020 02:00","44.81","44.81","44.81","EUR","Estimated","143","","","Final"
"28.11.2020 02:00 - 28.11.2020 03:00","35.39","35.39","35.39","EUR","Estimated","228","","","Final"
"28.11.2020 03:00 - 28.11.2020 04:00","33.23","33.23","33.23","EUR","Estimated","175","","","Final"
"28.11.2020 04:00 - 28.11.2020 05:00","40.14","40.14","40.14","EUR","Estimated","130","","","Final"
"28.11.2020 05:00 - 28.11.2020 06:00","41.46","41.46","41.46","EUR","Estimated","131","","","Final"
"28.11.2020 06:00 - 28.11.2020 07:00","41.97","41.97","41.97","EUR","Estimated","129","","","Final"
"28.11.2020 07:00 - 28.11.2020 08:00","45.04","47.82","47.82","EUR","Estimated","229","","","Final"
"28.11.2020 08:00 - 28.11.2020 09:00","45.69","45.69","45.69","EUR","Estimated","168","","","Final"
"28.11.2020 09:00 - 28.11.2020 10:00","50.47","51.08","51.08","EUR","Estimated","147","","","Final"
"28.11.2020 10:00 - 28.11.2020 11:00","51.58","51.58","51.58","EUR","Estimated","185","","","Final"
"28.11.2020 11:00 - 28.11.2020 12:00","50.22","50.22","50.22","EUR","Estimated","193","","","Final"
"28.11.2020 12:00 - 28.11.2020 13:00","50.29","67.19","67.19","EUR","Estimated","176","","","Final"
"28.11.2020 13:00 - 28.11.2020 14:00","49.53","67.19","67.19","EUR","Estimated","127","","","Final"
"28.11.2020 14:00 - 28.11.2020 15:00","49.04","66.65","66.65","EUR","Estimated","131","","","Final"
"28.11.2020 15:00 - 28.11.2020 16:00","49.04","67.05","67.05","EUR","Estimated","159","","","Final"
"28.11.2020 16:00 - 28.11.2020 17:00","52.18","52.18","52.18","EUR","Estimated","257","","","Final"
"28.11.2020 17:00 - 28.11.2020 18:00","59.68","59.68","59.68","EUR","Estimated","359","","","Final"
"28.11.2020 18:00 - 28.11.2020 19:00","57.52","57.52","57.52","EUR","Estimated","335","","","Final"
"28.11.2020 19:00 - 28.11.2020 20:00","55.15","55.15","55.15","EUR","Estimated","155","","","Final"
"28.11.2020 20:00 - 28.11.2020 21:00","48.83","48.83","48.83","EUR","Estimated","139","","","Final"
"28.11.2020 21:00 - 28.11.2020 22:00","42.99","42.99","42.99","EUR","Estimated","133","","","Final"
"28.11.2020 22:00 - 28.11.2020 23:00","40.63","40.63","40.63","EUR","Estimated","54","","","Final"
"28.11.2020 23:00 - 29.11.2020 00:00","39.65","39.65","39.65","EUR","Estimated","59","","","Final"
"29.11.2020 00:00 - 29.11.2020 01:00","34.61","34.61","34.61","EUR","Estimated","26","","","Final"
